term,feature_type,suggested_target,count_UP,count_NEUTRAL,count_DOWN,total_docfreq,purity,coverage,ambiguity,ambiguity_label,log_odds_z_UP,chi2_UP,mi_UP,log_odds_z_NEUTRAL,chi2_NEUTRAL,mi_NEUTRAL,log_odds_z_DOWN,chi2_DOWN,mi_DOWN,max_abs_log_odds_z,max_chi2,max_mi,suggested_bucket,context_rule_hint,l1_coef_UP,l1_coef_NEUTRAL,l1_coef_DOWN,l1_available
可以在这,char,NEUTRAL,1,7,2,10,0.7,7,2,DOWN,-1.5406,2.4509,0.00018,2.8576,6.108,0.000338,-1.211,0.8153,5.3e-05,2.8576,6.108,0.000338,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.143668,0.0,True
以在这,char,NEUTRAL,1,7,2,10,0.7,7,2,DOWN,-1.5406,2.4509,0.00018,2.8576,6.108,0.000338,-1.211,0.8153,5.3e-05,2.8576,6.108,0.000338,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.000172,0.0,True
食和,char,NEUTRAL,3,7,0,10,0.7,7,3,UP,-0.3971,0.0497,3e-06,2.8576,6.108,0.000338,-0.2727,5.0358,0.000489,2.8576,6.108,0.000489,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.261723,0.0,True
gan,char,NEUTRAL,3,7,0,10,0.7,7,3,UP,-0.3971,0.0497,3e-06,2.8576,6.108,0.000338,-0.2727,5.0358,0.000489,2.8576,6.108,0.000489,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
能吃到,char,NEUTRAL,2,7,1,10,0.7,7,2,UP,-1.0283,0.7997,5.2e-05,2.8576,6.108,0.000338,-1.6776,2.4759,0.000181,2.8576,6.108,0.000338,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
发现有,char,NEUTRAL,2,7,1,10,0.7,7,2,UP,-1.0283,0.7997,5.2e-05,2.8576,6.108,0.000338,-1.6776,2.4759,0.000181,2.8576,6.108,0.000338,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
️最,char,NEUTRAL,3,7,0,10,0.7,7,3,UP,-0.3971,0.0497,3e-06,2.8576,6.108,0.000338,-0.2727,5.0358,0.000489,2.8576,6.108,0.000489,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
人抱,char,NEUTRAL,3,7,0,10,0.7,7,3,UP,-0.3971,0.0497,3e-06,2.8576,6.108,0.000338,-0.2727,5.0358,0.000489,2.8576,6.108,0.000489,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.17648,-0.4335,True
许愿,char,NEUTRAL,3,7,0,10,0.7,7,3,UP,-0.3971,0.0497,3e-06,2.8576,6.108,0.000338,-0.2727,5.0358,0.000489,2.8576,6.108,0.000489,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
惠康,char,NEUTRAL,1,7,2,10,0.7,7,2,DOWN,-1.5406,2.4509,0.00018,2.8576,6.108,0.000338,-1.211,0.8153,5.3e-05,2.8576,6.108,0.000338,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
灵感来,char,NEUTRAL,3,7,0,10,0.7,7,3,UP,-0.3971,0.0497,3e-06,2.8576,6.108,0.000338,-0.2727,5.0358,0.000489,2.8576,6.108,0.000489,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
pen,char,NEUTRAL,3,7,0,10,0.7,7,3,UP,-0.3971,0.0497,3e-06,2.8576,6.108,0.000338,-0.2727,5.0358,0.000489,2.8576,6.108,0.000489,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
！原,char,NEUTRAL,2,7,1,10,0.7,7,2,UP,-1.0283,0.7997,5.2e-05,2.8576,6.108,0.000338,-1.6776,2.4759,0.000181,2.8576,6.108,0.000338,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
一棵,char,NEUTRAL,2,7,1,10,0.7,7,2,UP,-1.0283,0.7997,5.2e-05,2.8576,6.108,0.000338,-1.6776,2.4759,0.000181,2.8576,6.108,0.000338,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.420726,0.0,True
的审,char,NEUTRAL,2,7,1,10,0.7,7,2,UP,-1.0283,0.7997,5.2e-05,2.8576,6.108,0.000338,-1.6776,2.4759,0.000181,2.8576,6.108,0.000338,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
为日,char,NEUTRAL,1,7,2,10,0.7,7,2,DOWN,-1.5406,2.4509,0.00018,2.8576,6.108,0.000338,-1.211,0.8153,5.3e-05,2.8576,6.108,0.000338,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
前打,char,NEUTRAL,2,7,1,10,0.7,7,2,UP,-1.0283,0.7997,5.2e-05,2.8576,6.108,0.000338,-1.6776,2.4759,0.000181,2.8576,6.108,0.000338,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
雷！,char,NEUTRAL,1,7,2,10,0.7,7,2,DOWN,-1.5406,2.4509,0.00018,2.8576,6.108,0.000338,-1.211,0.8153,5.3e-05,2.8576,6.108,0.000338,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
会有多,char,NEUTRAL,0,7,3,10,0.7,7,3,DOWN,-0.2683,5.0033,0.000486,2.8576,6.108,0.000338,-0.6063,0.054,3e-06,2.8576,6.108,0.000486,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,-0.98516,1.199341,0.0,True
案件,char,NEUTRAL,0,7,3,10,0.7,7,3,DOWN,-0.2683,5.0033,0.000486,2.8576,6.108,0.000338,-0.6063,0.054,3e-06,2.8576,6.108,0.000486,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
好使,char,NEUTRAL,0,7,3,10,0.7,7,3,DOWN,-0.2683,5.0033,0.000486,2.8576,6.108,0.000338,-0.6063,0.054,3e-06,2.8576,6.108,0.000486,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
居然还,char,NEUTRAL,0,7,3,10,0.7,7,3,DOWN,-0.2683,5.0033,0.000486,2.8576,6.108,0.000338,-0.6063,0.054,3e-06,2.8576,6.108,0.000486,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
燕云,char,NEUTRAL,0,7,3,10,0.7,7,3,DOWN,-0.2683,5.0033,0.000486,2.8576,6.108,0.000338,-0.6063,0.054,3e-06,2.8576,6.108,0.000486,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,1.083105,-0.261332,True
d2,word,NEUTRAL,8,10,0,18,0.5556,10,8,UP,0.7381,1.0045,5.8e-05,2.8414,4.0594,0.000227,-0.3659,9.0731,0.000881,2.8414,9.0731,0.000881,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
小吃,char,NEUTRAL,7,10,1,18,0.5556,10,7,UP,0.2508,0.2517,1.5e-05,2.8414,4.0594,0.000227,-2.337,6.3107,0.0005,2.8414,6.3107,0.0005,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
冲！,char,NEUTRAL,4,10,4,18,0.5556,10,4,UP,-1.1984,1.0002,6.4e-05,2.8414,4.0594,0.000227,-1.4531,1.0241,6.6e-05,2.8414,4.0594,0.000227,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
超出,char,NEUTRAL,4,10,4,18,0.5556,10,4,UP,-1.1984,1.0002,6.4e-05,2.8414,4.0594,0.000227,-1.4531,1.0241,6.6e-05,2.8414,4.0594,0.000227,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,-0.538,1.052534,-0.174272,True
#香港迪士尼,hash,NEUTRAL,3,10,5,18,0.5556,10,5,DOWN,-1.6382,2.252,0.000152,2.8414,4.0594,0.000227,-1.0007,0.2621,1.6e-05,2.8414,4.0594,0.000227,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,-0.401948,0.0,0.0,True
7日,char,NEUTRAL,2,10,6,18,0.5556,10,6,DOWN,-2.0082,4.005,0.000289,2.8414,4.0594,0.000227,-0.5285,0.0001,0.0,2.8414,4.0594,0.000289,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,-1.157218,1.318492,0.0,True
的走,char,NEUTRAL,4,10,4,18,0.5556,10,4,UP,-1.1984,1.0002,6.4e-05,2.8414,4.0594,0.000227,-1.4531,1.0241,6.6e-05,2.8414,4.0594,0.000227,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.142855,0.0,True
感很,char,NEUTRAL,2,10,6,18,0.5556,10,6,DOWN,-2.0082,4.005,0.000289,2.8414,4.0594,0.000227,-0.5285,0.0001,0.0,2.8414,4.0594,0.000289,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,-0.814011,0.428492,0.0,True
般，,char,NEUTRAL,3,10,5,18,0.5556,10,5,DOWN,-1.6382,2.252,0.000152,2.8414,4.0594,0.000227,-1.0007,0.2621,1.6e-05,2.8414,4.0594,0.000227,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.215711,0.0,True
级多,char,NEUTRAL,6,10,2,18,0.5556,10,6,UP,-0.2397,0.0,0.0,2.8414,4.0594,0.000227,-2.2008,4.0484,0.000292,2.8414,4.0594,0.000292,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,-0.084678,0.0,0.0,True
about,char,NEUTRAL,5,8,0,13,0.6154,8,5,UP,0.1811,0.1548,9e-06,2.7972,4.7093,0.000261,-0.3109,6.5489,0.000636,2.7972,6.5489,0.000636,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
bout,char,NEUTRAL,5,8,0,13,0.6154,8,5,UP,0.1811,0.1548,9e-06,2.7972,4.7093,0.000261,-0.3109,6.5489,0.000636,2.7972,6.5489,0.000636,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
abou,char,NEUTRAL,5,8,0,13,0.6154,8,5,UP,0.1811,0.1548,9e-06,2.7972,4.7093,0.000261,-0.3109,6.5489,0.000636,2.7972,6.5489,0.000636,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
画师,char,NEUTRAL,5,8,0,13,0.6154,8,5,UP,0.1811,0.1548,9e-06,2.7972,4.7093,0.000261,-0.3109,6.5489,0.000636,2.7972,6.5489,0.000636,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
兔子,char,NEUTRAL,0,8,5,13,0.6154,8,5,DOWN,-0.3059,6.5066,0.000632,2.7972,4.7093,0.000261,-0.0722,0.146,9e-06,2.7972,6.5066,0.000632,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,-1.918161,0.957075,0.0,True
主食,char,NEUTRAL,4,8,1,13,0.6154,8,4,UP,-0.3954,0.0382,2e-06,2.7972,4.7093,0.000261,-1.9755,3.8842,0.000295,2.7972,4.7093,0.000295,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.184488,0.0,True
IN,char,NEUTRAL,3,8,2,13,0.6154,8,3,UP,-0.958,0.615,3.9e-05,2.7972,4.7093,0.000261,-1.6597,1.9116,0.000131,2.7972,4.7093,0.000261,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
一只小,char,NEUTRAL,3,8,2,13,0.6154,8,3,UP,-0.958,0.615,3.9e-05,2.7972,4.7093,0.000261,-1.6597,1.9116,0.000131,2.7972,4.7093,0.000261,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
餐饮,char,NEUTRAL,4,8,1,13,0.6154,8,4,UP,-0.3954,0.0382,2e-06,2.7972,4.7093,0.000261,-1.9755,3.8842,0.000295,2.7972,4.7093,0.000295,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
巴的,char,NEUTRAL,1,8,4,13,0.6154,8,4,DOWN,-1.8367,3.8492,0.000293,2.7972,4.7093,0.000261,-0.6357,0.0425,3e-06,2.7972,4.7093,0.000293,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,1.28326,0.0,True
脆脆,char,NEUTRAL,4,8,1,13,0.6154,8,4,UP,-0.3954,0.0382,2e-06,2.7972,4.7093,0.000261,-1.9755,3.8842,0.000295,2.7972,4.7093,0.000295,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
Ha,char,NEUTRAL,3,8,2,13,0.6154,8,3,UP,-0.958,0.615,3.9e-05,2.7972,4.7093,0.000261,-1.6597,1.9116,0.000131,2.7972,4.7093,0.000261,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
会有这么,char,NEUTRAL,3,8,2,13,0.6154,8,3,UP,-0.958,0.615,3.9e-05,2.7972,4.7093,0.000261,-1.6597,1.9116,0.000131,2.7972,4.7093,0.000261,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.521908,0.0,True
#原创漫画,hash,NEUTRAL,2,8,3,13,0.6154,8,3,DOWN,-1.4718,1.8854,0.000129,2.7972,4.7093,0.000261,-1.1774,0.6311,4e-05,2.7972,4.7093,0.000261,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,-0.320614,0.48689,0.0,True
关上,char,NEUTRAL,3,8,2,13,0.6154,8,3,UP,-0.958,0.615,3.9e-05,2.7972,4.7093,0.000261,-1.6597,1.9116,0.000131,2.7972,4.7093,0.000261,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,1.133389,-0.692067,True
行3,char,NEUTRAL,1,8,4,13,0.6154,8,4,DOWN,-1.8367,3.8492,0.000293,2.7972,4.7093,0.000261,-0.6357,0.0425,3e-06,2.7972,4.7093,0.000293,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.499649,0.0,True
业照,char,NEUTRAL,4,8,1,13,0.6154,8,4,UP,-0.3954,0.0382,2e-06,2.7972,4.7093,0.000261,-1.9755,3.8842,0.000295,2.7972,4.7093,0.000295,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.163972,0.0,True
毕业照,char,NEUTRAL,4,8,1,13,0.6154,8,4,UP,-0.3954,0.0382,2e-06,2.7972,4.7093,0.000261,-1.9755,3.8842,0.000295,2.7972,4.7093,0.000295,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,-0.15411,True
上新,char,NEUTRAL,1,8,4,13,0.6154,8,4,DOWN,-1.8367,3.8492,0.000293,2.7972,4.7093,0.000261,-0.6357,0.0425,3e-06,2.7972,4.7093,0.000293,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,-1.458595,0.940186,0.0,True
推荐，,char,NEUTRAL,3,8,2,13,0.6154,8,3,UP,-0.958,0.615,3.9e-05,2.7972,4.7093,0.000261,-1.6597,1.9116,0.000131,2.7972,4.7093,0.000261,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.118417,0.0,True
荐，,char,NEUTRAL,3,8,2,13,0.6154,8,3,UP,-0.958,0.615,3.9e-05,2.7972,4.7093,0.000261,-1.6597,1.9116,0.000131,2.7972,4.7093,0.000261,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.404555,0.0,True
ple,char,NEUTRAL,7,9,0,16,0.5625,9,7,UP,0.6388,0.7847,4.5e-05,2.7303,3.8352,0.000214,-0.345,8.063,0.000783,2.7303,8.063,0.000783,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.64686,0.0,True
三文鱼,char,NEUTRAL,6,9,1,16,0.5625,9,6,UP,0.1209,0.126,7e-06,2.7303,3.8352,0.000214,-2.2071,5.3326,0.000416,2.7303,5.3326,0.000416,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,-0.078324,True
文鱼,char,NEUTRAL,6,9,1,16,0.5625,9,6,UP,0.1209,0.126,7e-06,2.7303,3.8352,0.000214,-2.2071,5.3326,0.000416,2.7303,5.3326,0.000416,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.213747,0.0,True
Lo,char,NEUTRAL,6,9,1,16,0.5625,9,6,UP,0.1209,0.126,7e-06,2.7303,3.8352,0.000214,-2.2071,5.3326,0.000416,2.7303,5.3326,0.000416,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
日式,char,NEUTRAL,6,9,1,16,0.5625,9,6,UP,0.1209,0.126,7e-06,2.7303,3.8352,0.000214,-2.2071,5.3326,0.000416,2.7303,5.3326,0.000416,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
生什,char,NEUTRAL,6,9,1,16,0.5625,9,6,UP,0.1209,0.126,7e-06,2.7303,3.8352,0.000214,-2.2071,5.3326,0.000416,2.7303,5.3326,0.000416,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.303349,-0.953792,True
生什么,char,NEUTRAL,6,9,1,16,0.5625,9,6,UP,0.1209,0.126,7e-06,2.7303,3.8352,0.000214,-2.2071,5.3326,0.000416,2.7303,5.3326,0.000416,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,1.150107,-1.227289,True
str,char,NEUTRAL,6,9,1,16,0.5625,9,6,UP,0.1209,0.126,7e-06,2.7303,3.8352,0.000214,-2.2071,5.3326,0.000416,2.7303,5.3326,0.000416,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,-0.046235,0.584839,0.0,True
也非,char,NEUTRAL,6,9,1,16,0.5625,9,6,UP,0.1209,0.126,7e-06,2.7303,3.8352,0.000214,-2.2071,5.3326,0.000416,2.7303,5.3326,0.000416,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
也非常,char,NEUTRAL,6,9,1,16,0.5625,9,6,UP,0.1209,0.126,7e-06,2.7303,3.8352,0.000214,-2.2071,5.3326,0.000416,2.7303,5.3326,0.000416,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
live图,char,NEUTRAL,6,9,1,16,0.5625,9,6,UP,0.1209,0.126,7e-06,2.7303,3.8352,0.000214,-2.2071,5.3326,0.000416,2.7303,5.3326,0.000416,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
得买,char,NEUTRAL,1,9,6,16,0.5625,9,6,DOWN,-2.0672,5.2877,0.000413,2.7303,3.8352,0.000214,-0.1587,0.1172,7e-06,2.7303,5.2877,0.000413,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,-0.579099,0.16127,0.0,True
珍珠,char,NEUTRAL,5,9,2,16,0.5625,9,5,UP,-0.3989,0.031,2e-06,2.7303,3.8352,0.000214,-2.0068,3.1645,0.000224,2.7303,3.8352,0.000224,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
#狗狗,hash,NEUTRAL,4,9,3,16,0.5625,9,4,UP,-0.9098,0.4996,3.1e-05,2.7303,3.8352,0.000214,-1.6196,1.559,0.000103,2.7303,3.8352,0.000214,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
了谁,char,NEUTRAL,2,9,5,16,0.5625,9,5,DOWN,-1.8157,3.128,0.000221,2.7303,3.8352,0.000214,-0.6667,0.0353,2e-06,2.7303,3.8352,0.000221,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.526188,-0.221376,True
脖子,char,NEUTRAL,4,9,3,16,0.5625,9,4,UP,-0.9098,0.4996,3.1e-05,2.7303,3.8352,0.000214,-1.6196,1.559,0.000103,2.7303,3.8352,0.000214,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,-0.386859,0.792645,-0.158048,True
hhhh,char,NEUTRAL,2,9,5,16,0.5625,9,5,DOWN,-1.8157,3.128,0.000221,2.7303,3.8352,0.000214,-0.6667,0.0353,2e-06,2.7303,3.8352,0.000221,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.020032,True
求推荐,char,NEUTRAL,4,9,3,16,0.5625,9,4,UP,-0.9098,0.4996,3.1e-05,2.7303,3.8352,0.000214,-1.6196,1.559,0.000103,2.7303,3.8352,0.000214,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
求推,char,NEUTRAL,4,9,3,16,0.5625,9,4,UP,-0.9098,0.4996,3.1e-05,2.7303,3.8352,0.000214,-1.6196,1.559,0.000103,2.7303,3.8352,0.000214,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
人数,char,NEUTRAL,2,9,5,16,0.5625,9,5,DOWN,-1.8157,3.128,0.000221,2.7303,3.8352,0.000214,-0.6667,0.0353,2e-06,2.7303,3.8352,0.000221,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
错！,char,NEUTRAL,4,9,3,16,0.5625,9,4,UP,-0.9098,0.4996,3.1e-05,2.7303,3.8352,0.000214,-1.6196,1.559,0.000103,2.7303,3.8352,0.000214,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.200996,0.0,True
belike,char,NEUTRAL,4,9,3,16,0.5625,9,4,UP,-0.9098,0.4996,3.1e-05,2.7303,3.8352,0.000214,-1.6196,1.559,0.000103,2.7303,3.8352,0.000214,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
belik,char,NEUTRAL,4,9,3,16,0.5625,9,4,UP,-0.9098,0.4996,3.1e-05,2.7303,3.8352,0.000214,-1.6196,1.559,0.000103,2.7303,3.8352,0.000214,neutralizer,作为 neutralizer：若主要是教程、攻略、产品、第三方信息、普通偏好或玩梗，抑制 UP/DOWN。,0.0,0.0,0.0,True
